page_ptr_id,date,body,main_image_id,featured,image_carousel,main_image_caption,gefoerdert_durch_img_id,active,after_title,before_title,body_de,body_en,body_es,main_image_caption_de,main_image_caption_en,main_image_caption_es,search_description_de,search_description_en,search_description_es,seo_title_de,seo_title_en,seo_title_es,slug_de,slug_en,slug_es,title_de,title_en,title_es,url_path_de,url_path_en,url_path_es,is_digital,is_open_access,is_print,language,qualification,typ,year,urls
2286,2015-08-09,"PDF Tagungsband",,f,[],,,1,"In: Bredekamp, Horst/Schäffner, Wolfgang (Hg.): Haare hören – Strukturen wissen – Räume agieren. Berichte aus dem Interdisziplinären »Labor Bild Wissen Gestaltung«. Bielefeld: transcript, S. 185–198.","Bock von Wülfingen, Bettina (2015):","PDF Tagungsband",,,,,,,,,,,,bilder-der-bewegung-sexualitat-im-zellkern-um-1900-und-nach-2000,,,"Bilder der Bewegung. Sexualität im Zellkern um 1900 und nach 2000.",,,/home/bilder-der-bewegung-sexualitat-im-zellkern-um-1900-und-nach-2000/,,,t,t,t,de,1,3,2015-08-09,
1705,2014-07-12,,,f,[],,,1,"In: Dolle, Verena (Hg.): La representación de la Conquista en el teatro latinoamericano de los siglos XX y XXI. Hildesheim/Zürich/New York: Olms, S. 169–186.","Müller, Christoph (2014):",,,,,,,,,,,,,dos-mundos-en-colision-la-conquista-de-brasil-en-el-teatro-de-cesar-vieira-antonio-bivar-y-celso-luiz-paulini,,,"Dos mundos en colisión: la conquista de Brasil en el teatro de César Vieira, Antonio Bivar y Celso Luiz Paulini.",,,/home/dos-mundos-en-colision-la-conquista-de-brasil-en-el-teatro-de-cesar-vieira-antonio-bivar-y-celso-luiz-paulini/,,,f,f,t,es,1,3,2014-07-12,
2259,2014-08-08,PDF,,f,[],,,1,"In: Rivista Internazionale di Filosofia e Psicologia, Nr. 5, S. 29–42 (zuletzt aufgerufen: 8. August 2016) sowie in: Sandkühler, Hans Jörg (Hg.): Wissen. Wissenskulturen und die Kontextualität des Wissens. Bern: Peter Lang Verlag, S. 83–103.","Zittel, Claus (2014):",PDF,,,,,,,,,,,,wissenskulturen-wissensgeschichte-und-historische-epistemologie,,,"Wissenskulturen, Wissensgeschichte und Historische Epistemologie.",,,/home/wissenskulturen-wissensgeschichte-und-historische-epistemologie/,,,t,t,f,de,1,2,2014-08-08,"http://www.rifp.it/ojs/index.php/rifp/article/view/rifp.2014.0003/276 http://www.rifp.it/ojs/index.php/rifp/article/view/rifp.2014.0003/276 http://www.rifp.it/ojs/index.php/rifp/article/view/rifp.2014.0003/276 http://www.rifp.it/ojs/index.php/rifp/article/view/rifp.2014.0003/276"
2105,2009-07-28,,,f,[],,,1,"In: Molecular Ecology, vol. 18, pp. 4940–4954.","Hunt, H.V./Ansell, S.A./Russell, S.J./Schneider, H./Vogel, Johannes C. (2009):",,,,,,,,,,,,,genetic-diversity-and-phylogeography-two-diploid-ferns-asplenium-fontanum-subsp-fontanum-and-petrarchae-subsp-bivalens-western-mediterranean,,,"Genetic diversity and phylogeography in two diploid ferns, Asplenium fontanum subsp. fontanum and A. petrarchae subsp. bivalens, in the western Mediterranean .",,,/home/genetic-diversity-and-phylogeography-two-diploid-ferns-asplenium-fontanum-subsp-fontanum-and-petrarchae-subsp-bivalens-western-mediterranean/,,,t,f,f,en,1,2,2009-07-28,
736,2012-06-03,,,f,[],,,1,"In: JEMS, vol. 14, no. 3, pp. 971–996.","Friedman, Michael/Lehman, Rebbeca/Leyenson, Maxim/Teicher, Mina (2012):",,,,,,,,,,,,,ramified-covers-projective-plane-ii-generalizing-segres-theory-michael-friedman-rebbeca-lehman-maxim-leyenson-mina-teicher-publish-jems-volume-14-3-2012-pp-971996_2,,,"On ramified covers of the projective plane II: Generalizing Segre's theory.",,,/home/ramified-covers-projective-plane-ii-generalizing-segres-theory-michael-friedman-rebbeca-lehman-maxim-leyenson-mina-teicher-publish-jems-volume-14-3-2012-pp-971996_2/,,,t,f,t,en,1,2,2012-07-06,
1842,2015-07-14,,,f,[],,,1,"In: Heumann, Ina/Hermannstädter, Anita/Pannhorst, Kerstin (Hg.): Wissensdinge. Geschichten aus dem Naturkundemuseum. Berlin: Nicolai Verlag, S. 238–239.","Hennig, Jochen (2015):",,,,,,,,,,,,,ausblick-die-vergangenheit-die-interaktive-medienstation-juraskop,,,"Ausblick in die Vergangenheit. Die interaktive Medienstation Juraskop.",,,/home/ausblick-die-vergangenheit-die-interaktive-medienstation-juraskop/,,,f,f,t,de,1,3,2015-07-14,
1619,2014-07-11,,,f,[],,,1,"In: Kulturforum Dessau: Dessau – Stadt ohne Zentrum? Leipzig: Spector Books, S. 99–107.","Oswalt, Philipp (2014):",,,,,,,,,,,,,bauhaus-ausgestellt-warum-das-bauhausmuseum-am-falschen-ort-gebaut-wird,,,"Bauhaus ausgestellt. Warum das Bauhausmuseum am falschen Ort gebaut wird.",,,/home/bauhaus-ausgestellt-warum-das-bauhausmuseum-am-falschen-ort-gebaut-wird/,,,f,f,t,de,1,3,2014-07-11,
2587,2016-09-15,,,f,[],,,1,"In: Petzer, Tatjana/Steiner, Stephan (Hg.): Synergie. Kultur- und Wissensgeschichte einer Denkfigur. Paderborn: Wilhelm Fink Verlag, S. 227–246.","Vagt, Christina (2016):",,,,,,,,,,,,,all-things-are-vectors-kosmologie-und-synergetik-bei-richard-buckminster-fuller-und-alfred-north-whitehead,,,"»All Things Are Vectors.« Kosmologie und Synergetik bei Richard Buckminster Fuller und Alfred North-Whitehead.",,,/home/all-things-are-vectors-kosmologie-und-synergetik-bei-richard-buckminster-fuller-und-alfred-north-whitehead/,,,f,f,t,de,1,3,2016-09-15,
2344,2010-08-24,,,f,[],,,1,"Berlin/München: Deutscher Kunstverlag.","Kappel, Kai (2010):",,,,,,,,,,,,,religiose-erinnerungsorte-der-kz-gedenkstatte-dachau-dachau-concentration-camp-memorial-site-religious-memorials,,,"Religiöse Erinnerungsorte in der KZ-Gedenkstätte Dachau / Dachau Concentration Camp Memorial Site. Religious Memorials.",,,/home/religiose-erinnerungsorte-der-kz-gedenkstatte-dachau-dachau-concentration-camp-memorial-site-religious-memorials/,,,f,f,t,de,1,5,2010-08-24,
1482,2014-07-08,,,f,[],,,1,"In: Arch+. Zeitschrift für Architektur und Städtebau, Nr. 218, S. 92–104.","Barthel, Stephan/Oswalt, Philipp/Schmidt, Anne/Mende, Julia von (2014):",,,,,,,,,,,,,privater-haushalt-und-stadtischer-stoffwechsel-eine-geschichte-vor-verdichtung-und-auslagerung-berlin-1700-1930,,,"Privater Haushalt und Städtischer Stoffwechsel – Eine Geschichte vor Verdichtung und Auslagerung Berlin 1700 – 1930.",,,/home/privater-haushalt-und-stadtischer-stoffwechsel-eine-geschichte-vor-verdichtung-und-auslagerung-berlin-1700-1930/,,,f,f,t,de,1,2,2014-07-08,
1838,2009-07-14,,,f,[],,,1,"Göttingen: Wallstein.","Bigg, Charlotte/Hennig, Jochen (Hg.) (2009):",,,,,,,,,,,,,atombilder-ikonografie-des-atoms-wissenschaft-und-offentlichkeit-des-20-jahrhunderts,,,"Atombilder. Ikonografie des Atoms in Wissenschaft und Öffentlichkeit des 20. Jahrhunderts.",,,/home/atombilder-ikonografie-des-atoms-wissenschaft-und-offentlichkeit-des-20-jahrhunderts/,,,f,f,t,de,1,4,2009-07-14,
1963,2015-07-18,PDF,,f,[],,,1,"In: Bredekamp, Horst/Schäffner, Wolfgang (Hg): Haare hören – Strukturen wissen – Räume agieren. Berichte aus dem Interdisziplinären Labor »Bild Wissen Gestaltung«. Bielefeld: transcript, S. 119–131.","Dürfeld, Michael (2015):",PDF,,,,,,,,,,,,mauern-wissensstruktur-und-strukturwissen-der-architektur,,,"mauern – Wissensstruktur und Strukturwissen der Architektur.",,,/home/mauern-wissensstruktur-und-strukturwissen-der-architektur/,,,t,t,t,de,1,3,2015-07-18,
1832,2016-07-14,,,f,[],,,1,"Interview. In: Klonk, Charlotte (ed.): New Laboratories. Historical and Critical Perspectives on Contemporary Developments. With texts by Ronald Göbel, Sabine Hansmann, Charlotte Klonk, Christina Landbrecht, Henrike Rabe, and Verena Straub. Berlin/Boston: De Gruyter, pp. 165–180.","Rabe, Jürgen P. (2016):",,,,,,,,,,,,,planning-new-laboratory-integrative-research-institute-sciences-berlin-adlershof,,,"Planning a New Laboratory: The Integrative Research Institute for the Sciences in Berlin-Adlershof.",,,/home/planning-new-laboratory-integrative-research-institute-sciences-berlin-adlershof/,,,t,f,t,en,1,3,2016-07-14,
1647,2014-07-11,Link,,f,[],,,1,"In: Mind Magazine, Nr. 2. Online unter: http://de.in-mind.org/article/erfahrung-in-actionvideospielen-und-effekte-auf-exekutive-funktionen (zuletzt aufgerufen: 19. Dezember 2014).","Strobach, Tilo/Schubert, Torsten (2014):",Link,,,,,,,,,,,,erfahrung-actionvideospielen-und-effekte-auf-exekutive-funktionen,,,"Erfahrung in Actionvideospielen und Effekte auf exekutive Funktionen.",,,/home/erfahrung-actionvideospielen-und-effekte-auf-exekutive-funktionen/,,,t,t,f,de,1,2,2014-07-11,"http://de.in-mind.org/article/erfahrung-in-actionvideospielen-und-effekte-auf-exekutive-funktionen http://de.in-mind.org/article/erfahrung-in-actionvideospielen-und-effekte-auf-exekutive-funktionen http://de.in-mind.org/article/erfahrung-in-actionvideospielen-und-effekte-auf-exekutive-funktionen http://de.in-mind.org/article/erfahrung-in-actionvideospielen-und-effekte-auf-exekutive-funktionen http://de.in-mind.org/article/erfahrung-in-actionvideospielen-und-effekte-auf-exekutive-funktionen http://de.in-mind.org/article/erfahrung-in-actionvideospielen-und-effekte-auf-exekutive-funktionen"
2405,2016-09-07,,,f,[],,,1,"In: Klonk, Charlotte (ed.): New Laboratories. Historical and Critical Perspectives on Contemporary Developments. With texts by Ronald Göbel, Sabine Hansmann, Charlotte Klonk, Christina Landbrecht, Henrike Rabe, and Verena Straub. Berlin/Boston: De Gruyter, pp. 23–48.","Landbrecht, Christina/Straub, Verena (2016):",,,,,,,,,,,,,laboratory-subject-research,,,"The Laboratory as a Subject of Research.",,,/home/laboratory-subject-research/,,,t,f,t,en,1,3,2016-09-07,
2137,2015-07-28,PDF,,f,[],,,1,"In: Radman, Andrej/Kousoulas, Stavros (eds.): Critical and Clinical Cartographies. International Conference Proceedings. Delft: Jap Sam Books/Delft University of Technology, pp. 39–50.","Martin, Katharina D. (2015):",PDF,,,,,,,,,,,,ecologies-corporeal-space,,,"Ecologies of Corporeal Space.",,,/home/ecologies-corporeal-space/,,,t,t,t,en,1,3,2016-07-28,"http://www.tudelft-architecture.nl/uploaded/files/Architecture%20Theory/Critical%20and%20Clinical%20Cartographies.pdf http://www.tudelft-architecture.nl/uploaded/files/Architecture%20Theory/Critical%20and%20Clinical%20Cartographies.pdf http://www.tudelft-architecture.nl/uploaded/files/Architecture%20Theory/Critical%20and%20Clinical%20Cartographies.pdf http://www.tudelft-architecture.nl/uploaded/files/Architecture%20Theory/Critical%20and%20Clinical%20Cartographies.pdf"
1779,2015-07-13,,,f,[],,,1,"In: Grotz, Kathrin (Hg.): modellSchau – Perspektiven auf Botanische Modelle. Ausst.-Kat. Botanischer Garten und Botanisches Museum Berlin. Berlin: Verlag Botanischer Garten und Botanisches Museum Berlin, S. 60–65.","Scholtz, Gerhard (2015):",,,,,,,,,,,,,morphologische-modelle-von-tieren-und-pflanzen-veraltet-oder-auf-dem-weg-zu-neuer-blute,,,"Morphologische Modelle von Tieren und Pflanzen – veraltet oder auf dem Weg zu neuer Blüte?",,,/home/morphologische-modelle-von-tieren-und-pflanzen-veraltet-oder-auf-dem-weg-zu-neuer-blute/,,,f,f,t,de,1,3,2015-07-13,
1719,2014-07-12,Link,,f,[],,,1,"In: VVVNT Magazine, 3. Juli. Online unter: http://avant.org/project/robotic-surgeons/ (letzter Zugriff: 12. Juli 2016).","Planitzer, Matthias (2014):",Link,,,,,,,,,,,,robotic-surgeons-artistic-reflections-authority-and-intimacy,,,"Robotic surgeons: artistic reflections on authority and intimacy.",,,/home/robotic-surgeons-artistic-reflections-authority-and-intimacy/,,,t,t,f,en,1,1,2014-07-12,"http://avant.org/project/robotic-surgeons/ http://avant.org/project/robotic-surgeons/ http://avant.org/project/robotic-surgeons/ http://avant.org/project/robotic-surgeons/ http://avant.org/project/robotic-surgeons/ http://avant.org/project/robotic-surgeons/"
1032,2012-06-14,,,f,[],,,1,"In: sinnprovinz I. kultursoziologische working papers. Leipzig.","Mario Schulze (2012):",,,,,,,,,,,,,freizeitarbeit-zum-verhaltnis-von-freizeit-und-arbeit-anhand-der-entstehung-des-heimwerkens-deutschland-von-1918-bis-1970,,,"FreiZeitArbeit. Zum Verhältnis von Freizeit und Arbeit anhand der Entstehung des Heimwerkens in Deutschland von 1918 bis 1970.",,,/home/freizeitarbeit-zum-verhaltnis-von-freizeit-und-arbeit-anhand-der-entstehung-des-heimwerkens-deutschland-von-1918-bis-1970/,,,f,f,t,de,1,2,2012-07-06,
1101,2011-06-19,,,f,[],,,1,"In: Hackenschmidt, Sebastian/Engelhorn, Klaus (Hg.): Möbel als Medien. Bielefeld: transcript, S. 47–67.","Uppenkamp, Bettina (2011):",,,,,,,,,,,,,konnen-mobel-medien-sein-uberlegungen-zu-den-italienischen-hochzeitstruhen-der-renaissance,,,"Können Möbel Medien sein? Überlegungen zu den italienischen Hochzeitstruhen der Renaissance.",,,/home/konnen-mobel-medien-sein-uberlegungen-zu-den-italienischen-hochzeitstruhen-der-renaissance/,,,f,f,t,de,1,3,2011-07-06,
1721,2014-07-12,"Link zum Interview",,f,[],,,1,"In: Castor &#38; Pollux, 11. April. Online unter: http://www.castor-und-pollux.de/2014/04/thomas-struth-im-gespraech-ueber-real-gewordene-fantasiewelten/ (letzter Zugriff: 12. Juli 2016).","Planitzer, Matthias (2014):","Link zum Interview",,,,,,,,,,,,thomas-struth-im-gesprach-uber-real-gewordene-fantasiewelten,,,"Thomas Struth im Gespräch über real gewordene Fantasiewelten.",,,/home/thomas-struth-im-gesprach-uber-real-gewordene-fantasiewelten/,,,t,t,f,de,1,1,2014-07-12,"http://www.castor-und-pollux.de/2014/04/thomas-struth-im-gespraech-ueber-real-gewordene-fantasiewelten/ http://www.castor-und-pollux.de/2014/04/thomas-struth-im-gespraech-ueber-real-gewordene-fantasiewelten/ http://www.castor-und-pollux.de/2014/04/thomas-struth-im-gespraech-ueber-real-gewordene-fantasiewelten/ http://www.castor-und-pollux.de/2014/04/thomas-struth-im-gespraech-ueber-real-gewordene-fantasiewelten/ http://www.castor-und-pollux.de/2014/04/thomas-struth-im-gespraech-ueber-real-gewordene-fantasiewelten/ http://www.castor-und-pollux.de/2014/04/thomas-struth-im-gespraech-ueber-real-gewordene-fantasiewelten/"
1917,2016-07-14,,,f,[],,,1,"In: Graz Architecture Magazine, Nr. 12: Structural Affaires, S. 8–27.","Schäffner, Wolfgang (2016):",,,,,,,,,,,,,neuer-strukturalismus-eine-geistes-und-materialwissenschaft-new-structuralism-human-and-materials-science,,,"Neuer Strukturalismus. Eine Geistes- und Materialwissenschaft (New Structuralism. A Human and Materials Science).",,,/home/neuer-strukturalismus-eine-geistes-und-materialwissenschaft-new-structuralism-human-and-materials-science/,,,t,f,t,de,1,2,2016-07-16,
1683,2015-07-12,http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract,930,f,[],,,1,"In: Advanced Materials Interfaces, 2, 11. DOI: 10.1002/admi.201500011","Guiducci, Lorenzo/Weaver, James C./Bréchet, Yves J. M./Fratzl, Peter/Dunlop, John W. C. (2015):",http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract,,,,,,,,,,,,geometric-design-and-fabrication-actuating-cellular-structures,,,"The Geometric Design and Fabrication of Actuating Cellular Structures.",,,/home/geometric-design-and-fabrication-actuating-cellular-structures/,,,t,f,t,en,1,2,2015-07-12,"http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract http://onlinelibrary.wiley.com/doi/10.1002/admi.201500011/abstract"
1137,2016-06-19,,,f,[],,,1,,,,,,,,,,,,,,,koppers-l-maier-m-becker-m-benndorf-f-2012-zukunftsfahige-gesundheitsinfrastrukturen-fur-bayern-studie-fur-bundnis-90-die-grunen-im-bayerischen-landtag,,,"Koppers, L., Maier, M., Becker, M., Benndorf, F, 2012. Zukunftsfähige Gesundheitsinfrastrukturen für Bayern, Studie für Bündnis 90 / Die Grünen im Bayerischen Landtag,",,,,,,f,f,f,de,1,1,2016-07-06,
1029,2016-06-14,,,f,[],,,1,"In: David Keller, Maria Dillschnitter (Hg.): Zweckentfremdung. Zur kulturellen Praxis des unsachgemäßen Gebrauchs. München: Wilhelm Fink, S. 253–274","Mario Schulze (2016):",,,,,,,,,,,,,die-dinge-bevormunden-uber-den-richtigen-und-falschen-einsatz-von-museumsobjekten,,,"Die Dinge bevormunden. Über den richtigen und falschen Einsatz von Museumsobjekten.",,,/home/die-dinge-bevormunden-uber-den-richtigen-und-falschen-einsatz-von-museumsobjekten/,,,f,f,t,de,1,3,2016-07-06,
981,2015-06-14,,,f,[],,,1,"In: Michelle Emmer (ed.): Imagine Math 3, Bd.2: Between Culture and Mathematics. Cham: Springer International Publishing, pp. 129–155.","Nina Samuel (2015):",,,,,,,,,,,,,exhibiting-process-science-islands-benoit-mandelbrot-fractals-chaos-and-materiality-thinking,,,"Exhibiting the Process of Science: ›The Islands of Benoît Mandelbrot: Fractals, Chaos, and the Materiality of Thinking‹.",,,/home/exhibiting-process-science-islands-benoit-mandelbrot-fractals-chaos-and-materiality-thinking/,,,t,f,t,en,1,3,2015-07-06,
1981,2012-07-19,,,f,[],,,1,"In: Beschreibung, Vermessung und Visualisierung der Welt. Beiträge der Tagung vom 6. bis 8. Mai 2011 an der Akademie gemeinnütziger Wissenschaften zu Erfurt (Europäische Wissenschaftsbeziehungen, 4). Hg. v. Kästner, Ingrid/Kiefer, Jürgen. Aachen: Shaker Verlag, S. 393–407. Addendum: Universitätssammlungen in Deutschland mit geowissenschaftlichem Objektbestand, S. 408–424.","Weber, Cornelia (2012):",,,,,,,,,,,,,geowissenschaftliche-universitatssammlungen-deutschland-und-ihre-bedeutung-fur-die-internationale-scientific-commmunity,,,"Geowissenschaftliche Universitätssammlungen. in Deutschland und ihre Bedeutung für die internationale Scientific Commmunity.",,,/home/geowissenschaftliche-universitatssammlungen-deutschland-und-ihre-bedeutung-fur-die-internationale-scientific-commmunity/,,,f,f,t,de,1,3,2012-07-19,
879,2011-06-08,,,f,[],,,1,"Einführung und Katalogtexte zur astronomischen Druckgraphik, 15.–19. Jahrhundert. In: Seidl, Ernst/Aumann, Philipp/Duerr, Frank (Hg.): Der Himmel. Wunschbild und Weltverständnis, Ausst.-Kat. Museum der Universität Tübingen. Tübingen: MUT, S. 55–65.","Bösl, Angela (2011):",,,,,,,,,,,,,himmelsbild-i,,,"Himmelsbild I.",,,/home/himmelsbild-i/,,,f,f,t,de,1,3,2011-07-06,
2273,2015-08-09,,,f,[],,,1,"In: Bredekamp, Horst/Schäffner, Wolfgang (Hg.): Haare hören – Strukturen wissen – Räume agieren. Berichte aus dem Interdisziplinären Labor »Bild Wissen Gestaltung«. Bielefeld: transcript.","Godau, Claudia/Gaschler, Robert (2015):",,,,,,,,,,,,,wahrnehmung-von-datengrafiken-ein-verzerrter-eindruck,,,"Wahrnehmung von Datengrafiken. Ein verzerrter Eindruck?",,,/home/wahrnehmung-von-datengrafiken-ein-verzerrter-eindruck/,,,t,t,t,de,1,3,2015-08-09,
1026,2010-06-14,,,f,[],,,1,"Bielefeld: transcript.","Sandra Schramke (2010):",,,,,,,,,,,,,kybernetische-szenografie-charles-und-ray-eames-ausstellungsarchitektur-1959-1965,,,"Kybernetische Szenografie. Charles und Ray Eames’ Ausstellungsarchitektur 1959-1965.",,,/home/kybernetische-szenografie-charles-und-ray-eames-ausstellungsarchitektur-1959-1965/,,,t,f,t,de,1,5,2010-07-06,
2306,2015-08-10,,,f,[],,,1,"In: Danko, Dagmar/Moeschler, Olivier/Schumacher, Florian (Hg.): Kunst und Öffentlichkeit. Wiesbaden: Springer, S. 167-186.","Hohmaier, Kathrin (2015):",,,,,,,,,,,,,hasslich-wie-ein-modernes-kunstwerk-die-praxis-eines-kunstvermittlungsprojektes-fur-museumsferne-besuchergruppen,,,"»Hässlich wie ein modernes Kunstwerk«. Die Praxis eines Kunstvermittlungsprojektes für museumsferne Besuchergruppen.",,,/home/hasslich-wie-ein-modernes-kunstwerk-die-praxis-eines-kunstvermittlungsprojektes-fur-museumsferne-besuchergruppen/,,,t,f,t,de,1,3,2015-08-10,
1785,2014-07-13,Link,,f,[],,,1,"In: Frontiers in Zoology, no. 11, S. 10.","Alwes, Frederike/Scholtz, Gerhard (2014):",Link,,,,,,,,,,,,early-development-onychopod-cladoceran-bythotrephes-longimanus-crustacea-branchiopoda_2,,,"The early development of the onychopod cladoceran Bythotrephes longimanus (Crustacea, Branchiopoda).",,,/home/early-development-onychopod-cladoceran-bythotrephes-longimanus-crustacea-branchiopoda_2/,,,t,t,f,en,1,2,2014-07-13,"http://frontiersinzoology.biomedcentral.com/articles/10.1186/1742-9994-11-10 http://frontiersinzoology.biomedcentral.com/articles/10.1186/1742-9994-11-10 http://frontiersinzoology.biomedcentral.com/articles/10.1186/1742-9994-11-10 http://frontiersinzoology.biomedcentral.com/articles/10.1186/1742-9994-11-10"
2255,2000-08-08,,,f,[],,,1,"Würzburg: Königshause &#38; Neumann (2. durchges. Aufl. 2011).","Zittel, Claus (2000):",,,,,,,,,,,,,das-asthetische-kalkul-von-friedrich-nietzsches-also-sprach-zarathustra,,,"Das ästhetische Kalkül von Friedrich Nietzsches »Also sprach Zarathustra«.",,,/home/das-asthetische-kalkul-von-friedrich-nietzsches-also-sprach-zarathustra/,,,f,f,t,de,3,5,2000-08-08,
1937,2013-07-18,,986,f,[],,,1,"Park Books, Zürich, 2013.","Barbara Junge/Zane Berzina/Walter Scheiffele/Wim Westerveld/Zwick, Carola (Hg.):",,,,,,,,,,,,,digital-turn-design-era-interactive-technologies,,,"The Digital Turn. Design in the Era of Interactive Technologies.",,,/home/digital-turn-design-era-interactive-technologies/,,,t,f,t,en,1,4,2013-07-18,
836,2004-06-07,,,f,[],,,1,"München: Fink.","Weigel, Sigrid (2004):",,,,,,,,,,,,,literatur-als-voraussetzung-der-kulturgeschichte-schauplatze-von-shakespeare-bis-benjamin,,,"Literatur als Voraussetzung der Kulturgeschichte. Schauplätze von Shakespeare bis Benjamin.",,,/home/literatur-als-voraussetzung-der-kulturgeschichte-schauplatze-von-shakespeare-bis-benjamin/,,,f,f,t,de,1,5,2004-07-06,
826,2009-06-07,Link,,f,[],,,1,"In: B.I.T. Online, Jg. 12, Nr. 1, S. 11–16.","Greifeneder, Elke/Seadle, Michael (2009):",Link,,,,,,,,,,,,bilder-die-nicht-lugen,,,"Bilder, die nicht lügen.",,,/home/bilder-die-nicht-lugen/,,,t,t,f,de,1,1,2009-07-06,"http://www.b-i-t-online.de/heft/2009-01/fach1.htm http://www.b-i-t-online.de/heft/2009-01/fach1.htm http://www.b-i-t-online.de/heft/2009-01/fach1.htm http://www.b-i-t-online.de/heft/2009-01/fach1.htm"
1857,2008-07-14,,961,f,[],,,1,"Berlin: Akademie-Verlag.","Bredekamp, Horst/Schneider, Birgit/Dünkel, Vera (2008):",,,,,,,,,,,,,das-technische-bild-kompendium-zu-einer-stilgeschichte-wissenschaftlicher-bilder,,,"Das Technische Bild. Kompendium zu einer Stilgeschichte wissenschaftlicher Bilder.",,,/home/das-technische-bild-kompendium-zu-einer-stilgeschichte-wissenschaftlicher-bilder/,,,t,f,t,de,1,4,2008-07-14,
2042,2014-07-25,,,f,[],,,1,"In: Dally, Ortwin/Hölscher, Tonio/Muth, Susanne/Schneider, Rolf Michael (Hg.): Medien der Geschichte – Antikes Griechenland und Rom. Berlin: De Gruyter, S. 285–329.","Muth, Susanne (2014):",,,,,,,,,,,,,historische-dimensionen-des-gebauten-raumes-das-forum-romanum-als-fallbeispiel,,,"Historische Dimensionen des gebauten Raumes: Das Forum Romanum als Fallbeispiel.",,,/home/historische-dimensionen-des-gebauten-raumes-das-forum-romanum-als-fallbeispiel/,,,t,f,t,de,1,3,2014-07-25,
1121,2012-06-19,Link,,f,[],,,1,"In: J. R. Soc. Interface, 2012, 9, 640-647. DOI: 10.1098/rsif.2011.0395","Abraham, Y., Tamburu, C., Klein, E., Dunlop, J. W. C., Fratzl, P., Raviv, U., Elbaum, R. (2012):",Link,,,,,,,,,,,,hygroscopic-coiling-movement-single-layer-created-tilted-cellulose-arrangement-storks-bill-awns,,,"Hygroscopic coiling movement from a single layer is created by a tilted cellulose arrangement in stork’s bill awns.",,,/home/hygroscopic-coiling-movement-single-layer-created-tilted-cellulose-arrangement-storks-bill-awns/,,,t,f,t,en,1,2,2012-07-06,"http://rsif.royalsocietypublishing.org/content/9/69/640 http://rsif.royalsocietypublishing.org/content/9/69/640 http://rsif.royalsocietypublishing.org/content/9/69/640 http://rsif.royalsocietypublishing.org/content/9/69/640"
737,2014-06-03,,,f,[],,,1,"In: Cogdell, James W./Shahidi, Freydoon/Soudry, David (eds.): Automorphic and Related Geometry: assessing the legacy of I.I. Piatetski-Shapiro. Contemporary Math. Series 614. American Mathematical Society.","Friedman, Michael/Teicher, Mina (2014):",,,,,,,,,,,,,singularities-branch-curves-k3-surfaces-and-applications,,,"On the singularities of branch curves of K3 surfaces and applications.",,,/home/singularities-branch-curves-k3-surfaces-and-applications/,,,t,f,t,en,1,3,2014-07-06,
1488,2014-07-08,Link,,f,[],,,1,"In: Zoological Science, vol. 31, no. 10, pp. 645–652.","Nishida, Hiroki/Stach, Thomas (2014):",Link,,,,,,,,,,,,cell-lineages-and-fate-maps-tunicates-conservation-and-modification,,,"Cell Lineages and Fate Maps in Tunicates: Conservation and Modification.",,,/home/cell-lineages-and-fate-maps-tunicates-conservation-and-modification/,,,t,f,f,en,1,2,2014-07-08,"http://www.bioone.org/doi/10.2108/zs140117?url_ver=Z39.88-2003&#38;rfr_id=ori%3Arid%3Acrossref.org&#38;rfr_dat=cr_pub%3Dpubmed&#38; http://www.bioone.org/doi/10.2108/zs140117?url_ver=Z39.88-2003&#38;rfr_id=ori%3Arid%3Acrossref.org&#38;rfr_dat=cr_pub%3Dpubmed&#38; http://www.bioone.org/doi/10.2108/zs140117?url_ver=Z39.88-2003&#38;rfr_id=ori%3Arid%3Acrossref.org&#38;rfr_dat=cr_pub%3Dpubmed&#38; http://www.bioone.org/doi/10.2108/zs140117?url_ver=Z39.88-2003&#38;rfr_id=ori%3Arid%3Acrossref.org&#38;rfr_dat=cr_pub%3Dpubmed&#38;"
2219,2013-08-08,,,f,[],,,1,"In: Information – Wissenschaft &#38; Praxis, Bd. 64, Heft 2–3, S. 127–136. doi: 10.1515/iwp-2013-0017.","Schirmbacher, Peter/Kindling, Maxi (2013):",,,,,,,,,,,,,die-digitale-forschungswelt-als-gegenstand-der-forschung,,,"Die digitale Forschungswelt als Gegenstand der Forschung.",,,/home/die-digitale-forschungswelt-als-gegenstand-der-forschung/,,,t,f,t,de,1,3,2013-08-08,
